TOTAL	consts	13905
TOTAL	const_rej	7007
TOTAL	thms	150439
TOTAL	thm_rej	62880
CASCC	Extended_Real_Limits.order.mono_set	2
CASCC	Field_as_Ring.field.normalize_field	2
CASCC	Group_Sort.groupsort.group_sort_rel	8
CASCC	Groups.cancel_comm_monoid_add_class	10
CASCC	Groups.class.cancel_comm_monoid_add	21
CASCC	Groups.class.comm_monoid_add_axioms	3
CASCC	Isolated.topological_space.discrete	2
CASCC	Lattice_Algebras.class.lattice_ring	5
CASCC	Lattice_Algebras.lattice_ring_class	3
CASCC	Limits.class.topological_monoid_add	8
CASCC	Limits.topological_monoid_add_class	4
CASCC	Multiseries_Expansion.divide_ms_rel	1
CASCC	Multiseries_Expansion.random_aux_ms	1
CASCC	Multiset.comm_monoid_mult.prod_mset	2
CASCC	Parity.class.semiring_parity_axioms	2
CASCC	Polynomial.pseudo_mod_main_list_rel	1
CASCC	Quickcheck_Exhaustive.term_emptyset	2
CASCC	Real_Vector_Spaces.class.real_field	6
CASCC	Real_Vector_Spaces.real_field_class	4
CASCC	Record.random_aux_tuple_isomorphism	1
CASCC	Rings.class.ordered_cancel_semiring	6
CASCC	Rings.class.ordered_ring_abs_axioms	3
CASCC	Rings.class.ordered_semiring_axioms	3
CASCC	Rings.class.ordered_semiring_strict	17
CASCC	Rings.class.ring_1_no_zero_divisors	11
CASCC	Rings.class.semiring_modulo_trivial	8
CASCC	Rings.ordered_cancel_semiring_class	4
CASCC	Rings.ordered_semiring_strict_class	5
CASCC	Rings.ring_1_no_zero_divisors_class	3
CASCC	Rings.semiring_modulo_trivial_class	3
CASCC	Signed_Division.signed_divide_class	3
CASCC	Signed_Division.signed_modulo_class	3
CASCC	Topological_Spaces.uniformity_class	3
CASCC	Unique_Factorization.class.idom_gcd	12
CASCC	Unique_Factorization.idom_gcd_class	3
CASCC	BNF_Cardinal_Order_Relation.card_suc	5
CASCC	BNF_Cardinal_Order_Relation.relChain	1
CASCC	Card_Number_Partitions.Partition_rel	1
CASCC	Comparator.comparator.Abs_comparator	13
CASCC	Complete_Partial_Order.ccpo.iterates	3
CASCC	Continued_Fractions.cfrac.size_cfrac	2
CASCC	Continued_Fractions.random_aux_cfrac	1
CASCC	Euclidean_Rings.class.euclidean_ring	8
CASCC	Euclidean_Rings.euclidean_ring_class	5
CASCC	Factorial.comm_semiring_1.pochhammer	2
CASCC	Groups.cancel_ab_semigroup_add_class	6
CASCC	Groups.class.ab_semigroup_add_axioms	3
CASCC	Groups.class.cancel_ab_semigroup_add	14
CASCC	Groups.class.comm_monoid_diff_axioms	3
CASCC	Groups.class.comm_monoid_mult_axioms	3
CASCC	Groups.class.linordered_ab_group_add	23
CASCC	Groups.class.ordered_comm_monoid_add	45
CASCC	Groups.linordered_ab_group_add_class	4
CASCC	Groups.ordered_comm_monoid_add_class	4
CASCC	Lattice_Constructions.random_aux_bot	1
CASCC	Lattice_Constructions.random_aux_top	1
CASCC	Lattices_Big.semilattice_inf.Inf_fin	28
CASCC	Lattices_Big.semilattice_sup.Sup_fin	27
CASCC	Lazy_Eval.cmp_result.size_cmp_result	6
CASCC	Limits.class.topological_monoid_mult	5
CASCC	Limits.topological_monoid_mult_class	3
CASCC	Linear_Algebra.real_inner.orthogonal	2
CASCC	Linear_Recurrences_Misc.zip_with_rel	1
CASCC	List.linorder.sorted_key_list_of_set	21
CASCC	Missing_Polynomial.expand_powers_rel	1
CASCC	Multiseries_Expansion.inverse_ms_rel	1
CASCC	Polynomial.divide_poly_main_list_rel	1
CASCC	Primes.class.field_prime_char_axioms	2
CASCC	Quickcheck_Exhaustive.termify_insert	2
CASCC	Quickcheck_Exhaustive.valtermify_Inl	2
CASCC	Quickcheck_Exhaustive.valtermify_Inr	1
CASCC	Quickcheck_Narrowing.around_zero_rel	2
CASCC	Quickcheck_Narrowing.narrowing_class	3
CASCC	Quickcheck_Random.random_aux_set_rel	1
CASCC	Reachability_Analysis.sctn.size_sctn	3
CASCC	Real_Vector_Spaces.class.real_vector	10
CASCC	Real_Vector_Spaces.real_vector_class	4
CASCC	Set_Interval.ord.greaterThanLessThan	57
CASCC	Sturm_Theorem.split_sign_changes_rel	1
CASCC	Archimedean_Field.class.floor_ceiling	6
CASCC	Archimedean_Field.floor_ceiling_class	2
CASCC	BNF_Cardinal_Order_Relation.isCardSuc	1
CASCC	Code_Evaluation.term_of_class.term_of	138
CASCC	Coinductive_List.monoid_add.lsum_list	2
CASCC	Complete_Partial_Order.ccpo.iteratesp	1
CASCC	Euclidean_Space.class.euclidean_space	28
CASCC	Euclidean_Space.euclidean_space_class	2
CASCC	Field_as_Ring.field.unit_factor_field	1
CASCC	Formal_Power_Series.fps_nth_deriv_rel	1
CASCC	GCD.class.semiring_gcd_mult_normalize	18
CASCC	GCD.semiring_gcd_mult_normalize_class	3
CASCC	Groups.class.ab_semigroup_mult_axioms	3
CASCC	Groups.class.ordered_ab_group_add_abs	36
CASCC	Groups.class.ordered_ab_semigroup_add	14
CASCC	Groups.ordered_ab_group_add_abs_class	4
CASCC	Groups.ordered_ab_semigroup_add_class	6
CASCC	Inner_Product.class.real_inner_axioms	3
CASCC	Interval_Float.subdivide_interval_rel	1
CASCC	Landau_Real_Products.eval_primfun_rel	1
CASCC	Landau_Real_Products.less_primfun_rel	3
CASCC	Landau_Real_Products.powr_primfun_rel	1
CASCC	Lattices.class.distrib_lattice_axioms	3
CASCC	Lattices.class.semilattice_inf_axioms	3
CASCC	Lattices.class.semilattice_sup_axioms	3
CASCC	Limits.class.topological_ab_group_add	5
CASCC	Limits.topological_ab_group_add_class	3
CASCC	Linear_Homogenous_Recurrences.lhr_rel	1
CASCC	Missing_List.subtract_list_sorted_rel	1
CASCC	Multiseries_Expansion.powr_ms_aux_rel	1
CASCC	Orderings.class.unbounded_dense_order	6
CASCC	Orderings.unbounded_dense_order_class	4
CASCC	Polynomial.mod_poly_one_main_list_rel	1
CASCC	Primes.class.comm_semiring_prime_char	5
CASCC	Primes.class.enum_finite_field_axioms	3
CASCC	Primes.comm_semiring_prime_char_class	3
CASCC	Probability_Mass_Function.pmf.Abs_pmf	13
CASCC	Quickcheck_Exhaustive.check_all_class	3
CASCC	Quickcheck_Exhaustive.class.check_all	4
CASCC	Quickcheck_Exhaustive.termify_fun_upd	2
CASCC	Quickcheck_Exhaustive.valtermify_pair	3
CASCC	Reachability_Analysis.random_aux_sctn	1
CASCC	Real_Vector_Spaces.class.metric_space	49
CASCC	Real_Vector_Spaces.class.real_algebra	10
CASCC	Real_Vector_Spaces.class.sgn_div_norm	6
CASCC	Real_Vector_Spaces.metric_space_class	5
CASCC	Real_Vector_Spaces.real_algebra_class	5
CASCC	Real_Vector_Spaces.sgn_div_norm_class	4
CASCC	Ring.ring.ring_ext.ring_ext_Tuple_Iso	12
CASCC	Rings.class.linordered_semidom_axioms	3
CASCC	Rings.class.ordered_semiring_1_strict	7
CASCC	Rings.class.semiring_no_zero_divisors	9
CASCC	Rings.ordered_semiring_1_strict_class	4
CASCC	Rings.semiring_no_zero_divisors_class	3
CASCC	Signed_Division.class.signed_division	13
CASCC	Signed_Division.signed_division_class	4
CASCC	Unique_Factorization.class.ufd_axioms	2
CASCC	Bernoulli_FPS.gen_akiyama_tanigawa_rel	1
CASCC	Boolean_Algebras.boolean_algebra_class	6
CASCC	Boolean_Algebras.class.boolean_algebra	43
CASCC	Dirichlet_Series.class.nat_power_field	9
CASCC	Dirichlet_Series.nat_power_field_class	4
CASCC	Elementary_Topology.class.polish_space	5
CASCC	Elementary_Topology.polish_space_class	3
CASCC	Gauss_Jordan_PA.row_add_iterate_PA_rel	1
CASCC	Gaussian_Integers.random_aux_gauss_int	1
CASCC	Group.monoid.monoid_ext.Abs_monoid_ext	4
CASCC	Group.monoid.monoid_ext.Rep_monoid_ext	6
CASCC	Groups_Big_Fun.comm_monoid_add.Sum_any	2
CASCC	Groups_List.comm_semiring_0.horner_sum	2
CASCC	Interval_Float.interval_list_union_rel	1
CASCC	Isolated.metric_space.uniform_discrete	2
CASCC	Isolated.topological_space.isolated_in	2
CASCC	Landau_Real_Products.eval_primfun'_rel	1
CASCC	Landau_Real_Products.merge_primfun_rel	1
CASCC	Missing_Ring.class.ordered_idom_axioms	3
CASCC	Multiseries_Expansion.power_ms_aux_rel	1
CASCC	Order.gorder.gorder_ext.Abs_gorder_ext	4
CASCC	Order.gorder.gorder_ext.Rep_gorder_ext	6
CASCC	Polynomial.pseudo_divmod_main_list_rel	1
CASCC	Power_By_Squaring.efficient_funpow_rel	6
CASCC	Pratt_Certificate.valid_pratt_tree_rel	3
CASCC	Quickcheck_Exhaustive.exhaustive_class	3
CASCC	Quickcheck_Narrowing.is_testable_class	3
CASCC	Rings.class.linordered_semiring_strict	14
CASCC	Rings.class.semidom_divide_unit_factor	10
CASCC	Rings.linordered_semiring_strict_class	5
CASCC	Rings.semidom_divide_unit_factor_class	3
CASCC	Topological_Spaces.class.perfect_space	8
CASCC	Topological_Spaces.class.uniform_space	41
CASCC	Topological_Spaces.perfect_space_class	2
CASCC	Topological_Spaces.uniform_space_class	3
CASCC	BNF_Cardinal_Order_Relation.regularCard	33
CASCC	BNF_Cardinal_Order_Relation.suc.Abs_suc	2
CASCC	BNF_Cardinal_Order_Relation.suc.Rep_suc	3
CASCC	Chebyshev_Polynomials.cheb_eval_aux_rel	1
CASCC	Column_Operations.swap_col_to_front_rel	1
CASCC	Column_Operations.swap_row_to_front_rel	1
CASCC	Dirichlet_Product.dirichlet_inverse_rel	1
CASCC	Dirichlet_Series.class.nat_power_axioms	2
CASCC	Factorial_Ring.class.factorial_ring_gcd	5
CASCC	Factorial_Ring.class.factorial_semiring	147
CASCC	Factorial_Ring.factorial_ring_gcd_class	3
CASCC	Factorial_Ring.factorial_semiring_class	5
CASCC	Group_Sort.groupsort.group_part_aux_rel	12
CASCC	Landau_Real_Products.random_aux_primfun	1
CASCC	Limits.class.comm_real_normed_algebra_1	5
CASCC	Limits.class.topological_semigroup_mult	7
CASCC	Limits.comm_real_normed_algebra_1_class	3
CASCC	Limits.topological_semigroup_mult_class	3
CASCC	Missing_Unsorted.max_list_non_empty_rel	1
CASCC	Module.module.module_ext.Abs_module_ext	4
CASCC	Module.module.module_ext.Rep_module_ext	6
CASCC	Multiseries_Expansion.class.multiseries	46
CASCC	Multiseries_Expansion.compare_lists_rel	1
CASCC	Multiseries_Expansion.multiseries_class	6
CASCC	Pratt_Certificate.pratt_tree_number_rel	1
CASCC	Primes.class.semiring_prime_char_axioms	2
CASCC	Real_Vector_Spaces.class.complete_space	8
CASCC	Real_Vector_Spaces.class.real_algebra_1	6
CASCC	Real_Vector_Spaces.complete_space_class	4
CASCC	Real_Vector_Spaces.real_algebra_1_class	4
CASCC	Rings.class.discrete_linordered_semidom	12
CASCC	Rings.class.linordered_nonzero_semiring	77
CASCC	Rings.class.semiring_1_no_zero_divisors	8
CASCC	Rings.discrete_linordered_semidom_class	3
CASCC	Rings.linordered_nonzero_semiring_class	5
CASCC	Rings.semiring_1_no_zero_divisors_class	3
CASCC	Set_Interval.fold_atLeastAtMost_nat_rel	3
CASCC	Topological_Spaces.class.order_topology	24
CASCC	Topological_Spaces.order_topology_class	3
CASCC	Topological_Spaces.uniform_space.Cauchy	3
CASCC	While_Combinator.rtrancl_while_step_rel	1
CASCC	While_Combinator.rtrancl_while_test_rel	3
CASCC	Bit_Operations.class.ring_bit_operations	111
CASCC	Bit_Operations.ring_bit_operations_class	3
CASCC	Complete_Lattices.class.complete_lattice	150
CASCC	Complete_Lattices.complete_lattice_class	8
CASCC	Complete_Partial_Order.class.ccpo_axioms	3
CASCC	Conjugate.class.conjugatable_ring_axioms	3
CASCC	Euclidean_Rings.class.euclidean_semiring	26
CASCC	Euclidean_Rings.euclidean_semiring_class	6
CASCC	Field_as_Ring.field.euclidean_size_field	2
CASCC	Group_Closure.ab_group_add.group_closure	1
CASCC	Groups.class.cancel_semigroup_add_axioms	3
CASCC	Groups.class.linordered_ab_semigroup_add	8
CASCC	Groups.linordered_ab_semigroup_add_class	3
CASCC	Groups_Big_Fun.comm_monoid_mult.Prod_any	2
CASCC	Landau_Real_Products.inverse_primfun_rel	1
CASCC	Landau_Real_Products.less_eq_primfun_rel	3
CASCC	Limits.class.topological_comm_monoid_add	5
CASCC	Limits.topological_comm_monoid_add_class	3
CASCC	Linear_Temporal_Logic_on_Streams.nxt_rel	1
CASCC	Multiseries_Expansion.inverse_ms_aux_rel	1
CASCC	Multiseries_Expansion.msllist.bd_msllist	1
CASCC	Multiseries_Expansion.random_aux_msllist	1
CASCC	Orderings.class.unbounded_dense_linorder	6
CASCC	Orderings.unbounded_dense_linorder_class	4
CASCC	Parallel.pre_future.future.bd_pre_future	1
CASCC	Polynomial.class.alg_closed_field_axioms	2
CASCC	Polynomial.divmod_poly_one_main_list_rel	1
CASCC	Primes.class.check_prime_by_range_axioms	2
CASCC	Quickcheck_Exhaustive.exhaustive_set_rel	1
CASCC	Quickcheck_Exhaustive.valtermify_fun_upd	2
CASCC	Real_Vector_Spaces.class.uniformity_dist	8
CASCC	Real_Vector_Spaces.uniformity_dist_class	4
CASCC	Rings.class.linordered_semiring_1_strict	7
CASCC	Rings.class.normalization_semidom_axioms	3
CASCC	Rings.class.ordered_cancel_comm_semiring	5
CASCC	Rings.class.ordered_comm_semiring_axioms	3
CASCC	Rings.class.ordered_comm_semiring_strict	7
CASCC	Rings.linordered_semiring_1_strict_class	4
CASCC	Rings.ordered_cancel_comm_semiring_class	3
CASCC	Rings.ordered_comm_semiring_strict_class	3
CASCC	State_Monad.pre_state.state.bd_pre_state	1
CASCC	Topological_Spaces.class.open_uniformity	7
CASCC	Topological_Spaces.class.t0_space_axioms	3
CASCC	Topological_Spaces.class.t1_space_axioms	3
CASCC	Topological_Spaces.class.t2_space_axioms	3
CASCC	Topological_Spaces.class.t3_space_axioms	2
CASCC	Topological_Spaces.class.t4_space_axioms	2
CASCC	Topological_Spaces.open_uniformity_class	4
CASCC	Archimedean_Field.archimedean_field_class	3
CASCC	Archimedean_Field.class.archimedean_field	7
CASCC	BNF_Cardinal_Order_Relation.card_order_on	180
CASCC	Bit_Operations.class.semiring_bits_axioms	2
CASCC	Bit_Operations.semiring_bits.possible_bit	2
CASCC	Bounded_Linear_Operator.blinop.Abs_blinop	19
CASCC	Bounded_Linear_Operator.blinop.Rep_blinop	28
CASCC	Chebyshev_Polynomials.gen_cheb_poly.P_rel	3
CASCC	Chebyshev_Polynomials.gen_cheb_poly.f_rel	3
CASCC	Complete_Lattices.class.complete_linorder	24
CASCC	Complete_Lattices.complete_linorder_class	3
CASCC	Conjugate.class.conjugatable_ordered_ring	8
CASCC	Conjugate.conjugatable_ordered_ring_class	4
CASCC	Continued_Fractions.cfrac_list_of_rat_rel	3
CASCC	Factorial_Ring.comm_semiring_1.prime_elem	3
CASCC	Functional_Spaces.quasinorm.Rep_quasinorm	9
CASCC	Group_Closure.ab_group_add.group_closurep	1
CASCC	Infinite_Sum.class.complete_uniform_space	11
CASCC	Infinite_Sum.complete_uniform_space_class	2
CASCC	Landau_Real_Products.pos_primfun_list_rel	3
CASCC	Landau_Real_Products.primfun.size_primfun	2
CASCC	Limits.class.topological_comm_monoid_mult	5
CASCC	Limits.class.topological_group_add_axioms	2
CASCC	Limits.topological_comm_monoid_mult_class	3
CASCC	Missing_Polynomial.mult_zero.zero_divisor	2
CASCC	Mod_Exp.euclidean_semiring_cancel.mod_exp	2
CASCC	Multiseries_Expansion.pre_ms.ms.bd_pre_ms	1
CASCC	Multiseries_Expansion.random_aux_msstream	1
CASCC	Multiset.linorder.sorted_list_of_multiset	6
CASCC	Polynomial.class.field_unit_factor_axioms	3
CASCC	Quickcheck_Exhaustive.exhaustive_fun'_rel	1
CASCC	Quickcheck_Exhaustive.exhaustive_int'_rel	3
CASCC	Quickcheck_Exhaustive.valtermify_absdummy	3
CASCC	Real_Vector_Spaces.class.real_div_algebra	6
CASCC	Real_Vector_Spaces.real_div_algebra_class	4
CASCC	Rings.class.comm_semiring_1_cancel_axioms	3
CASCC	Topological_Spaces.topological_space.nhds	5
CASCC	Topological_Spaces.uniform_space.complete	2
CASCC	Conjugate.class.conjugatable_ordered_field	5
CASCC	Conjugate.conjugatable_ordered_field_class	3
CASCC	Elementary_Metric_Spaces.class.heine_borel	6
CASCC	Elementary_Metric_Spaces.heine_borel_class	2
CASCC	Factorial_Ring.comm_semiring_1.irreducible	2
CASCC	Factorial_Ring.normalization_semidom.prime	3
CASCC	Lattice_Algebras.lattice_ab_group_add.nprt	2
CASCC	Lattice_Algebras.lattice_ab_group_add.pprt	2
CASCC	Lattices.bounded_semilattice_inf_top_class	3
CASCC	Lattices.bounded_semilattice_sup_bot_class	3
CASCC	Lattices.class.bounded_semilattice_inf_top	9
CASCC	Lattices.class.bounded_semilattice_sup_bot	10
CASCC	Limits.class.topological_monoid_add_axioms	2
CASCC	Linear_Temporal_Logic_on_Streams.holds_rel	3
CASCC	Multiseries_Expansion.msstream.bd_msstream	1
CASCC	Parity.class.linordered_euclidean_semiring	43
CASCC	Parity.linordered_euclidean_semiring_class	4
CASCC	Poly_Mapping.poly_mapping.Abs_poly_mapping	41
CASCC	Polynomial_Factorial.gcd_poly_code_aux_rel	3
CASCC	Primes.check_prime_by_range.check_divisors	2
CASCC	Quickcheck_Exhaustive.bounded_forall_class	3
CASCC	Quickcheck_Narrowing.partial_term_of_class	3
CASCC	Real_Vector_Spaces.class.real_normed_field	5
CASCC	Real_Vector_Spaces.real_normed_field_class	3
CASCC	Rings.class.ordered_semiring_strict_axioms	3
CASCC	Topological_Spaces.class.discrete_topology	9
CASCC	Topological_Spaces.class.linorder_topology	23
CASCC	Topological_Spaces.class.topological_space	126
CASCC	Topological_Spaces.discrete_topology_class	2
CASCC	Topological_Spaces.linorder_topology_class	3
CASCC	Topological_Spaces.topological_space_class	9
CASCC	Unique_Factorization.class.comm_monoid_gcd	29
CASCC	Unique_Factorization.comm_monoid_gcd_class	3
CASCC	Bernoulli_FPS.akiyama_tanigawa_step_aux_rel	1
CASCC	Efficient_Discrete_Sqrt.newton_sqrt_aux_rel	1
CASCC	Euclidean_Rings.class.euclidean_ring_cancel	22
CASCC	Euclidean_Rings.class.unique_euclidean_ring	18
CASCC	Euclidean_Rings.euclidean_ring_cancel_class	3
CASCC	Euclidean_Rings.unique_euclidean_ring_class	3
CASCC	Factorial_Ring.class.factorial_semiring_gcd	22
CASCC	Factorial_Ring.factorial_semiring_gcd_class	4
CASCC	Groups.canonically_ordered_monoid_add_class	5
CASCC	Groups.class.cancel_ab_semigroup_add_axioms	3
CASCC	Groups.class.canonically_ordered_monoid_add	31
CASCC	Groups.class.ordered_cancel_comm_monoid_add	10
CASCC	Groups.class.strict_ordered_comm_monoid_add	9
CASCC	Groups.ordered_cancel_comm_monoid_add_class	3
CASCC	Groups.strict_ordered_comm_monoid_add_class	3
CASCC	Lattice_Algebras.class.lattice_ab_group_add	48
CASCC	Lattice_Algebras.lattice_ab_group_add_class	3
CASCC	Newton_Interpolation.horner_composition_rel	1
CASCC	Quickcheck_Exhaustive.check_all_n_lists_rel	1
CASCC	Quickcheck_Exhaustive.check_all_subsets_rel	1
CASCC	Quickcheck_Exhaustive.fast_exhaustive_class	3
CASCC	Quickcheck_Exhaustive.full_exhaustive_class	3
CASCC	Real_Vector_Spaces.class.real_normed_vector	43
CASCC	Real_Vector_Spaces.class.real_vector_axioms	3
CASCC	Real_Vector_Spaces.real_normed_vector_class	6
CASCC	Rings.class.linordered_comm_semiring_strict	8
CASCC	Rings.linordered_comm_semiring_strict_class	4
CASCC	Symmetric_Polynomials.fund_sym_poly_wit_rel	6
CASCC	Topological_Spaces.topological_space.closed	4
CASCC	Archimedean_Field.class.floor_ceiling_axioms	2
CASCC	Bit_Operations.class.semiring_bit_operations	179
CASCC	Bit_Operations.semiring_bit_operations_class	4
CASCC	Euclidean_Algorithm.class.euclidean_ring_gcd	21
CASCC	Euclidean_Algorithm.euclidean_ring_gcd_class	4
CASCC	Euclidean_Space.class.euclidean_space_axioms	3
CASCC	Group.monoid.monoid_ext.monoid_ext_Tuple_Iso	16
CASCC	Groups.class.ordered_ab_group_add_abs_axioms	3
CASCC	Groups.class.ordered_ab_semigroup_add_axioms	3
CASCC	Groups.class.ordered_ab_semigroup_add_imp_le	19
CASCC	Groups.class.ordered_cancel_ab_semigroup_add	14
CASCC	Groups.class.ordered_cancel_comm_monoid_diff	18
CASCC	Groups.class.strict_ordered_ab_semigroup_add	8
CASCC	Groups.ordered_ab_semigroup_add_imp_le_class	2
CASCC	Groups.ordered_cancel_ab_semigroup_add_class	6
CASCC	Groups.ordered_cancel_comm_monoid_diff_class	4
CASCC	Groups.strict_ordered_ab_semigroup_add_class	2
CASCC	Landau_Real_Products.iszero_primfun_list_rel	3
CASCC	Landau_Real_Products.nonneg_primfun_list_rel	3
CASCC	Order.gorder.gorder_ext.gorder_ext_Tuple_Iso	3
CASCC	Partial_Fraction_Decomposition.decompose_rel	1
CASCC	Permutations.inverse_permutation_of_list_rel	1
CASCC	Pratt_Certificate.pratt_tree.size_pratt_tree	2
CASCC	Real_Vector_Spaces.class.metric_space_axioms	3
CASCC	Real_Vector_Spaces.class.ordered_real_vector	19
CASCC	Real_Vector_Spaces.class.real_algebra_axioms	3
CASCC	Real_Vector_Spaces.class.real_normed_algebra	7
CASCC	Real_Vector_Spaces.ordered_real_vector_class	3
CASCC	Real_Vector_Spaces.real_normed_algebra_class	3
CASCC	Rings.class.semiring_no_zero_divisors_axioms	3
CASCC	Rings.class.semiring_no_zero_divisors_cancel	9
CASCC	Rings.semiring_no_zero_divisors_cancel_class	2
CASCC	Signed_Division.class.signed_division_axioms	3
CASCC	Topological_Spaces.topological_space.compact	2
CASCC	Unique_Factorization.comm_monoid_gcd.listgcd	12
CASCC	UnivPoly.up_ring.up_ring_ext.Abs_up_ring_ext	4
CASCC	UnivPoly.up_ring.up_ring_ext.Rep_up_ring_ext	6
CASCC	While_Combinator.rtrancl_while_invariant_rel	3
CASCC	Boolean_Algebras.class.boolean_algebra_axioms	3
CASCC	Dirichlet_Series.class.nat_power_field_axioms	3
CASCC	Elementary_Metric_Spaces.metric_space.bounded	3
CASCC	Elementary_Topology.topological_space.islimpt	2
CASCC	Mod_Exp.euclidean_semiring_cancel.mod_exp_aux	2
CASCC	Module.module.module_ext.module_ext_Tuple_Iso	5
CASCC	Multiseries_Expansion.multiseries.trimmed_neg	2
CASCC	Multiseries_Expansion.multiseries.trimmed_pos	2
CASCC	Partial_Fraction_Decomposition.decompose'_rel	1
CASCC	Quickcheck_Exhaustive.exhaustive_integer'_rel	3
CASCC	Quickcheck_Exhaustive.exhaustive_natural'_rel	3
CASCC	Quickcheck_Exhaustive.full_exhaustive_set_rel	1
CASCC	Rings.class.linordered_semiring_strict_axioms	3
CASCC	Rings.class.semidom_divide_unit_factor_axioms	2
CASCC	Topological_Spaces.class.perfect_space_axioms	3
CASCC	Topological_Spaces.class.uniform_space_axioms	3
CASCC	Unique_Factorization.comm_monoid_mult.coprime	3
CASCC	Algebraic_Numbers_Prelim.poly_uminus_inner_rel	1
CASCC	Elementary_Normed_Spaces.monoid_add.support_on	2
CASCC	Factorial_Ring.class.factorial_semiring_axioms	2
CASCC	Factorial_Ring.factorial_semiring.multiplicity	2
CASCC	Gauss_Jordan_Elimination.gauss_jordan_main_rel	3
CASCC	Limits.class.topological_semigroup_mult_axioms	2
CASCC	Quickcheck_Exhaustive.full_exhaustive_fun'_rel	1
CASCC	Quickcheck_Exhaustive.full_exhaustive_int'_rel	3
CASCC	Real_Vector_Spaces.class.complete_space_axioms	2
CASCC	Real_Vector_Spaces.class.real_normed_algebra_1	8
CASCC	Real_Vector_Spaces.real_normed_algebra_1_class	3
CASCC	Rings.class.discrete_linordered_semidom_axioms	3
CASCC	Rings.class.linordered_nonzero_semiring_axioms	3
CASCC	Topological_Spaces.class.order_topology_axioms	2
CASCC	Topological_Spaces.topological_space.at_within	2
CASCC	Topological_Spaces.topological_space.connected	2
CASCC	Topological_Spaces.uniform_space.cauchy_filter	3
CASCC	Bit_Operations.class.ring_bit_operations_axioms	3
CASCC	Chebyshev_Polynomials.clenshaw.clenshaw_aux_rel	8
CASCC	Complete_Lattices.class.complete_lattice_axioms	3
CASCC	Euclidean_Rings.class.euclidean_semiring_axioms	3
CASCC	Euclidean_Rings.class.euclidean_semiring_cancel	50
CASCC	Euclidean_Rings.class.unique_euclidean_semiring	47
CASCC	Euclidean_Rings.euclidean_semiring_cancel_class	2
CASCC	Euclidean_Rings.unique_euclidean_semiring_class	3
CASCC	Factorial_Ring.factorial_semiring.Gcd_factorial	2
CASCC	Factorial_Ring.factorial_semiring.Lcm_factorial	2
CASCC	Factorial_Ring.factorial_semiring.gcd_factorial	3
CASCC	Factorial_Ring.factorial_semiring.lcm_factorial	2
CASCC	Groups.class.linordered_cancel_ab_semigroup_add	8
CASCC	Groups.linordered_cancel_ab_semigroup_add_class	5
CASCC	Lattice_Algebras.class.lattice_ab_group_add_abs	8
CASCC	Lattice_Algebras.lattice_ab_group_add_abs_class	4
CASCC	Random_Permutations.fold_random_permutation_rel	5
CASCC	Record.tuple_isomorphism.size_tuple_isomorphism	2
CASCC	Rings.class.ordered_comm_semiring_strict_axioms	3
CASCC	Symmetric_Polynomials.check_symmetric_mpoly_rel	8
CASCC	Topological_Spaces.topological_space.convergent	2
CASCC	Archimedean_Field.class.archimedean_field_axioms	2
CASCC	Chebyshev_Polynomials.clenshaw.clenshaw_aux'_rel	2
CASCC	Complete_Lattices.class.complete_boolean_algebra	9
CASCC	Complete_Lattices.class.complete_distrib_lattice	29
CASCC	Complete_Lattices.complete_boolean_algebra_class	3
CASCC	Complete_Lattices.complete_distrib_lattice_class	2
CASCC	Conjugate.class.conjugatable_ordered_ring_axioms	3
CASCC	Dirichlet_Series_Analysis.class.dirichlet_series	7
CASCC	Dirichlet_Series_Analysis.dirichlet_series_class	3
CASCC	Euclidean_Algorithm.class.euclidean_semiring_gcd	20
CASCC	Euclidean_Algorithm.euclidean_semiring_gcd_class	5
CASCC	Infinite_Sum.class.complete_uniform_space_axioms	2
CASCC	Infinite_Sum.topological_space.convergent_filter	1
CASCC	Landau_Real_Products.landau_dominating_chain_rel	3
CASCC	Pratt_Certificate.check_prime_factors_subset_rel	3
CASCC	Real_Vector_Spaces.class.real_normed_div_algebra	7
CASCC	Real_Vector_Spaces.real_normed_div_algebra_class	3
CASCC	Rings.class.normalization_semidom_multiplicative	13
CASCC	Rings.normalization_semidom_multiplicative_class	2
CASCC	Topological_Spaces.uniform_space.totally_bounded	2
CASCC	Elementary_Metric_Spaces.class.heine_borel_axioms	2
CASCC	Elementary_Normed_Spaces.comm_monoid_add.supp_sum	2
CASCC	Multiset_Permutations.permutations_of_set_aux_rel	3
CASCC	Newton_Interpolation.divided_differences_impl_rel	1
CASCC	Newton_Interpolation.newton_coefficients_main_rel	1
CASCC	Order_Continuity.countable_complete_lattice.cclfp	2
CASCC	Parity.class.linordered_euclidean_semiring_axioms	2
CASCC	Topological_Spaces.class.discrete_topology_axioms	3
CASCC	Topological_Spaces.class.first_countable_topology	16
CASCC	Topological_Spaces.first_countable_topology_class	2
CASCC	Unique_Factorization.class.comm_monoid_gcd_axioms	2
CASCC	Unique_Factorization.comm_semiring_1.mset_factors	2
CASCC	Bit_Operations.ring_bit_operations.signed_take_bit	2
CASCC	Conditionally_Complete_Lattices.preorder.bdd_above	209
CASCC	Conditionally_Complete_Lattices.preorder.bdd_below	201
CASCC	Factorial_Ring.class.factorial_semiring_gcd_axioms	2
CASCC	Gauss_Jordan_Elimination.eliminate_entries_rec_rel	1
